source,id,ossl_method,name,abbrev,unit,n_available_selMaster,n_available_allMaster,description
kssl_analyte,1051,usda.a1051,"Clay, Carbonate, Moist, NaOH, Pipet",co3_cly_Moist_NaOH,% wt,NA,NA,Carbonate clay is the part of <0.002 mm diameter particles that are composed of carbonates. It is reported as a weight percent of the <2 mm fraction.
kssl_analyte,1428,usda.a1428,"Clay, Carbonate, Moist, Ultrasonic, Pipet",co3_cly_Moist_Ultra,% wt,NA,NA,Carbonate clay is the part of <0.002 mm diameter particles that are composed of carbonates. It is reported as a weight percent of the <2 mm fraction.
kssl_analyte,1053,usda.a1053,"Clay, Carbonate, NaOAc, Pipet",co3_cly_NaOAc,% wt,NA,NA,Carbonate clay is the part of <0.002 mm diameter particles that are composed of carbonates. It is reported as a weight percent of the <2 mm fraction.
kssl_analyte,1055,usda.a1055,"Clay, Carbonate, NaOH, Pipet",co3_cly_NaOH,% wt,NA,NA,Carbonate clay is the part of <0.002 mm diameter particles that are composed of carbonates. It is reported as a weight percent of the <2 mm fraction.
kssl_analyte,1429,usda.a1429,"Clay, Carbonate, Ultrasonic, Pipet",co3_cly_Ultrasonic,% wt,12,12,Carbonate clay is the part of <0.002 mm diameter particles that are composed of carbonates. It is reported as a weight percent of the <2 mm fraction.
kssl_analyte,1416,usda.a1416,"Clay, Ethanol Disp, Air-dry, Ultra",e_cly_u,% wt,78,78,"Ethanol and Ultrasonic probe dispersible clay, <2mm (by pipette) is the gravimetric percent of <0.002 mm particles dispersed without organic matter and salt removal, and without chemical dispersion. It is reported on a <2 mm base."
kssl_analyte,336,usda.a336,"Clay, Fine",clay_f,% wt,10200,10200,Fine clay is the <0.0002 mm particle diameter soil separate. It is reported as a weight percent of the <2mm fraction.
kssl_analyte,1044,usda.a1044,"Clay, Fine, Dith, Pipet",clay_f_Dith,% wt,NA,NA,Fine clay is the <0.0002 mm particle diameter soil separate. It is reported as a weight percent of the <2mm fraction.
kssl_analyte,1230,usda.a1230,"Clay, Fine, H2O Disp, Air-dry, Ultra",w_cly_f_u,% wt,NA,NA,"H2O and Ultrasonic probe dispersible fine clay, <2mm (by pipette) is the gravimetric percent of <0.0002 mm diameter particles dispersed without chemical dispersants or organic matter and salt removal. It is reported on a <2 mm base."
kssl_analyte,1222,usda.a1222,"Clay, Fine, H2O Disp, Moist, Ultra",w_cly_f_mu,% wt,NA,NA,"H2O and Ultrasonic probe dispersible fine clay, <2mm (by pipette) is the gravimetric percent of <0.0002 mm diameter particles dispersed without chemical dispersants or organic matter and salt removal. It is reported on a <2 mm base."
kssl_analyte,352,usda.a352,"Clay, Fine, H2O Dispersible",w_cly_f,% wt,NA,NA,"H2O dispersible fine clay, <2mm (by pipette) is the gravimetric percent of <0.0002 mm diameter particles dispersed without chemical dispersants or organic matter and salt removal. It is reported on a <2 mm base."
kssl_analyte,979,usda.a979,"Clay, Fine, H2O Dispersible, Moist",w_cly_f_moist,% wt,NA,NA,"H2O dispersible fine clay, <2mm (by pipette) is the gravimetric percent of <0.0002 mm diameter particles dispersed without chemical dispersants or organic matter and salt removal. It is reported on a <2 mm base."
kssl_analyte,305,usda.a305,"Clay, Fine, Moist",clay_f_moist,% wt,NA,140,Fine clay is the <0.0002 mm particle diameter soil separate. It is reported as a weight percent of the <2mm fraction.
kssl_analyte,1046,usda.a1046,"Clay, Fine, Moist, Dith, Pipet",clay_f_Moist_Dith,% wt,NA,NA,Fine clay is the <0.0002 mm particle diameter soil separate. It is reported as a weight percent of the <2mm fraction.
kssl_analyte,1048,usda.a1048,"Clay, Fine, Moist, NaOAc, Pipet",clay_f_Moist_NaOAc,% wt,NA,NA,Fine clay is the <0.0002 mm particle diameter soil separate. It is reported as a weight percent of the <2mm fraction.
kssl_analyte,1050,usda.a1050,"Clay, Fine, Moist, NaOH, Pipet",clay_f_Moist_NaOH,% wt,NA,NA,Fine clay is the <0.0002 mm particle diameter soil separate. It is reported as a weight percent of the <2mm fraction.
kssl_analyte,910,usda.a910,"Clay, Fine, Moist, Ultrasonic, Pipet",clay_f_Moist_Ultra,% wt,NA,NA,"Fine clay is the <0.0002 mm particle diameter soil separate. It is reported as a weight percent of the <2mm fraction., PSDA, Ultrasonic, NaOH, Pipet"
kssl_analyte,1052,usda.a1052,"Clay, Fine, NaOAc, Pipet",clay_f_NaOAc,% wt,NA,NA,Fine clay is the <0.0002 mm particle diameter soil separate. It is reported as a weight percent of the <2mm fraction.
kssl_analyte,1054,usda.a1054,"Clay, Fine, NaOH, Pipet",clay_f_NaOH,% wt,1,1,Fine clay is the <0.0002 mm particle diameter soil separate. It is reported as a weight percent of the <2mm fraction.
kssl_analyte,918,usda.a918,"Clay, Fine, Ultrasonic, Pipet",clay_f_Ultrasonic,% wt,13,13,"Fine clay is the <0.0002 mm particle diameter soil separate. It is reported as a weight percent of the <2mm fraction., PSDA, Ultrasonic, Pipet"
kssl_analyte,1231,usda.a1231,"Clay, H2O Disp, Air-dry, Ultra",w_cly_u,% wt,2,2,"H2O and Ultrasonic probe dispersible clay, <2mm (by pipette) is the gravimetric percent of <0.002 mm particles dispersed without organic matter and salt removal, and without chemical dispersion. It is reported on a <2 mm base."
kssl_analyte,1220,usda.a1220,"Clay, H2O Disp, Moist, Ultra",w_cly_mu,% wt,NA,2,"H2O and Ultrasonic probe dispersible clay, <2mm (by pipette) is the gravimetric percent of <0.002 mm particles dispersed without organic matter and salt removal, and without chemical dispersion. It is reported on a <2 mm base."
kssl_analyte,353,usda.a353,"Clay, H2O Dispersible",w_cly,% wt,1563,1563,"H2O dispersible clay, <2mm (by pipette) is the gravimetric percent of <0.002 mm particles dispersed without organic matter and salt removal, and without chemical dispersion. It is reported on a <2 mm base."
kssl_analyte,360,usda.a360,"Clay, H2O Dispersible, Hydrometer",w_cly_h,% wt,NA,NA,"H2O dispersible clay, <2mm (by hydrometer) is the gravimetric percent of <0.002 mm particles dispersed without organic matter and salt removal, and without chemical dispersion. It is reported on a <2 mm base."
kssl_analyte,363,usda.a363,"Clay, H2O Dispersible, Moist",w_cly_moist,% wt,NA,1,"H2O dispersible clay, <2mm (by pipette) is the gravimetric percent of <0.002 mm particles dispersed without organic matter and salt removal, and without chemical dispersion. It is reported on a <2 mm base."
kssl_analyte,337,usda.a337,"Clay, Noncarbonate",nco3_cly,%,50272,50382,Non Carbonate Clay is the weight percentage of noncarbonate clay relative to the total <2mm fraction
kssl_analyte,306,usda.a306,"Clay, Noncarbonate, Moist",nco3_cly_moist,%,NA,600,Non Carbonate Clay is the weight percentage of noncarbonate clay relative to the total <2mm fraction for moist sample.
kssl_calc,1250,usda.c1250,"Clay, total, set 2, Weighted Average",clay_tot_wtavg,% wt,325,356,Weighted average total clay content for control section depths
kssl_calc,482,usda.c482,"Clay, total, Weighted Average",clay_tot_wtavg,% wt,1167,1167,Weighted average total clay content for control section depths
kssl_analyte,141,usda.a141,"Cliachite (Bauxite), petro_count",min_CH_petro_count,count,NA,NA,to be added
kssl_analyte,1272,usda.a1272,"Cliachite (Bauxite), x-ray pm",min_CH_x-ray_pm,peak_size,NA,NA,to be added
kssl_analyte,142,usda.a142,"Clinozoisite, petro_count",min_CZ_petro_count,count,2,2,to be added
kssl_analyte,1273,usda.a1273,"Clinozoisite, x-ray pm",min_CZ_x-ray_pm,peak_size,NA,NA,to be added
kssl_calc,748,usda.c748,"CO2-C, Biomass 10-day, Field Moist-Set1",co2_biom_101,kg/ha,NA,NA,The CO2 carbon produced by biomass flush in 10 days for a given depth interval.
kssl_calc,754,usda.c754,"CO2-C, Biomass 10-day, Field Moist-Set2",co2_biom_102,kg/ha,35,35,The CO2 carbon produced by biomass flush in 10 days for a given depth interval.
kssl_calc,749,usda.c749,"CO2-C, Biomass 20-day, Field Moist-Set1",co2_biom_201,kg/ha,NA,NA,The CO2 carbon produced by biomass flush in 20 days for a given depth interval.
kssl_calc,755,usda.c755,"CO2-C, Biomass 20-day, Field Moist-Set2",co2_biom_202,kg/ha,32,32,The CO2 carbon produced by biomass flush in 20 days for a given depth interval.
kssl_calc,718,usda.c718,"CO2-C, Biomass per cm 10-day, Field Moist-Set1",co2_biom_10_cm1,kg/ha/cm,NA,NA,The CO2 carbon produced by biomass flush in 10 days for a given depth interval.
kssl_calc,751,usda.c751,"CO2-C, Biomass per cm 10-day, Field Moist-Set2",co2_biom_10_cm2,kg/ha/cm,35,35,The CO2 carbon produced by biomass flush in 10 days for a given depth interval.
kssl_calc,721,usda.c721,"CO2-C, Biomass per cm 20-day, Field Moist-Set1",co2_biom_20_cm1,kg/ha/cm,NA,NA,The CO2 carbon produced by biomass flush in 20 days for a given depth interval.
kssl_calc,752,usda.c752,"CO2-C, Biomass per cm 20-day, Field Moist-Set2",co2_biom_20_cm2,kg/ha/cm,32,32,The CO2 carbon produced by biomass flush in 20 days for a given depth interval.
kssl_analyte,788,usda.a788,"CO2, Biomass Flush, 10-day",CO2Biomass_10,g/g,NA,35,The CO2 produced by biomass flush.
kssl_analyte,1033,usda.a1033,"CO2, Biomass Flush, 20-day",CO2Biomass_20,g/g,NA,32,The CO2 produced by biomass flush.
kssl_analyte,143,usda.a143,"Coal, petro_count",min_CC_petro_count,count,NA,NA,to be added
kssl_analyte,1274,usda.a1274,"Coal, x-ray pm",min_CC_x-ray_pm,peak_size,NA,NA,to be added
kssl_calc,11,usda.c11,"Coarse Fragments, >250 mm, Field Volume %, Whole Soil",v_250,% vol,NA,NA,This is the field volume percent of fragments with >250 mm diameter on a whole soil base.
kssl_calc,232,usda.c232,"Coarse Fragments, 2-5mm, 75 mm Base",wf_25,% wt,56087,56093,The gravimetric percentage of 2 to 5 mm diameter particles is reported on a <75 mm base.
kssl_analyte,34,usda.a34,"Coarse Fragments, 2-5mm, Slaking Percentage",sp_25,% wt,NA,56344,The gravimetric percentage of 2 to 5 mm diameter particles slaking.
kssl_calc,233,usda.c233,"Coarse Fragments, 2-75mm, Volume Percent, 75 mm Base",vf_275,% vol,56087,56093,The volumetric percentage of the 2 to 75 mm diameter particles reported on a <75 mm base.
kssl_calc,14,usda.c14,"Coarse Fragments, 20-75 mm, Field Volume %, Whole Soil",v_7520,% vol,NA,NA,This is the field volume percent of fragments with 20 to 75 mm diameter on a whole soil base.
kssl_calc,234,usda.c234,"Coarse Fragments, 20-75mm, 75 mm Base",wf_2075,% wt,56087,56093,The gravimetric percentage of 20 to 75 mm diameter particles is reported on a <75 mm base.
kssl_calc,235,usda.c235,"Coarse Fragments, 5-20mm, 75 mm Base",wf_520,% wt,56087,56093,The gravimetric percentage of 5 to 20 mm diameter particles is reported on a <75 mm base.
kssl_calc,17,usda.c17,"Coarse Fragments, 75-250 mm, Field Volume %, Whole Soil",v_25075,% vol,NA,NA,This is the field volume percent of fragments with 75 to 250 mm diameter on a whole soil base.
kssl_calc,236,usda.c236,"Coarse Fragments, Greater 2mm, Wt Percent, Whole Soil Base",wf_g2_ws,% wt,56087,56093,The gravimetric percentage of greater than 2 mm diameter particles reported on a whole soil base.
kssl_calc,252,usda.c252,"Coarse Fragments, Less 2mm, Volume Fraction, 75 mm Base",vf_l2,% vol,56182,56188,The volumetric fraction of less than 2 mm diameter particles reported on a <75 mm base.
kssl_calc,237,usda.c237,"Coarse Fragments, Less 2mm, Volume Fraction, Whole Soil Base",vf_l2_ws,(NA),56087,56093,The volumetric fraction of less than 2 mm diameter particles  reported on a whole soil base.
kssl_analyte,1061,usda.a1061,"Cobalt, Element Mehlich3 Extractable",co_el_meh3,mg/kg,1578,1643,The cobalt extracted by the Mehlich III solution.
kssl_analyte,397,usda.a397,"Cobalt, Total",co_tot,mg/kg,NA,NA,Total Co is the cobalt measured after total dissolution of a size fraction of soil material. It is stored and reported as milligrams per kilogram on the base of the size fraction used.
kssl_analyte,682,usda.a682,"Cobalt, Trace Element",co_trelm,mg/kg,NA,16045,Total Co is the cobalt measured after total dissolution of a size fraction of soil material. It is stored and reported as milligrams per kilogram on the base of the size fraction used.
kssl_analyte,1202,usda.a1202,"Cobalt, Water Element",co_wtelm,µg/L,NA,NA,Total Co is the cobalt measured in the water sample.
kssl_analyte,1163,usda.a1163,"Cobalt, Water Extractable",co_watx,µg/kg,915,979,The cobalt extracted by the Water solution.
kssl_analyte,1443,usda.a1443,"Cobalt, X-Ray Flourescence Element",co_pxrf,ppm,NA,50,Cobalt as determined using portable X-Ray fluorescence on a powdered sample; XRF sample cup with polypropylene film.
kssl_analyte,634,usda.a634,"Cobaltite, petro_count",min_CE_petro_count,count,1,1,to be added
kssl_analyte,1388,usda.a1388,"Cobaltite, x-ray pm",min_CE_x-ray_pm,peak_size,NA,NA,to be added
kssl_calc,194,usda.c194,"COLE, Ovendry to 1/3 Bar, <2mm",COLEl2,(NA),17168,17168,The coefficient of linear extensibility is a derived value that denotes the fractional change in the fine-earth fraction dimension from a dry to a moist state .
kssl_calc,192,usda.c192,"COLE, Ovendry to 1/3 Bar, Whole Soil",COLEws,(NA),17182,17182,The coefficient of linear extensibility is a derived value that denotes the fractional change in clod dimension from a dry to a moist state.
kssl_analyte,144,usda.a144,"Collophane, petro_count",min_CO_petro_count,count,1,1,to be added
kssl_analyte,1275,usda.a1275,"Collophane, x-ray pm",min_CO_x-ray_pm,peak_size,NA,NA,to be added
kssl_analyte,258,usda.a258,"Color, Pyrophosphate Extract",pyr_col,(NA),NA,1579,"The Munsell color of the pyrophosphate extract of organic material provides information on the nature of the material. Light colors are associated with fibric materials, and darker colors with sapric materials."
kssl_analyte,1063,usda.a1063,"Copper, Element Mehlich3 Extractable",cu_el_meh3,mg/kg,1578,1643,The copper extracted by the Mehlich III solution.
kssl_analyte,398,usda.a398,"Copper, Total",cu_tot,mg/kg,NA,NA,Total Cu is the copper measured after total dissolution of a size fraction of soil material. It is stored and reported as milligrams per kilogram on the base of the size fraction used.
kssl_analyte,683,usda.a683,"Copper, Trace Element",cu_trelm,mg/kg,NA,16045,Total Cu is the copper measured after total dissolution of a size fraction of soil material. It is stored and reported as milligrams per kilogram on the base of the size fraction used.
kssl_analyte,1204,usda.a1204,"Copper, Water Element",cu_wtelm,µg/L,NA,NA,Total Cu is the copper measured in the water sample.
kssl_analyte,1165,usda.a1165,"Copper, Water Extractable",cu_watx,µg/kg,915,979,The copper extracted by the Water solution.
kssl_analyte,1445,usda.a1445,"Copper, X-Ray Flourescence Element",cu_pxrf,ppm,NA,12,Copper as determined using portable X-Ray fluorescence on a powdered sample; XRF sample cup with polypropylene film.
kssl_analyte,661,usda.a661,Corrected ADOD,c_adod,(NA),80,5229,ADOD Corrected for Gypsum (ADOD * Factor)
kssl_analyte,663,usda.a663,"Corrected ADOD, 2-20mm",c_adod_2_20,% wt,NA,92,ADOD Corrected for Gypsum (ADOD * Factor)
kssl_analyte,660,usda.a660,"Corrected Gypsum, <2mm",c_gypl2,% wt,144,6591,Corrected Gypsum ( Uncorrected Gypsum * Factor)
kssl_analyte,665,usda.a665,"Corrected Gypsum, 2-20mm",c_gyp_2_20,% wt,NA,109,Calcium sulfate as gypsum in the 2-20 mm fraction is reported as a gravimetric percent on a 2-20 mm base.
kssl_analyte,145,usda.a145,"Corundum, petro_count",min_CN_petro_count,count,1,1,to be added
kssl_analyte,1276,usda.a1276,"Corundum, x-ray pm",min_CN_x-ray_pm,peak_size,NA,NA,to be added
kssl_analyte,146,usda.a146,"Cristobalite, petro_count",min_CR_petro_count,count,167,167,to be added
kssl_analyte,434,usda.a434,"Cristobalite, x-ray",min_CR_x-ray,peak_size,382,382,to be added
kssl_analyte,1277,usda.a1277,"Cristobalite, x-ray pm",min_CR_x-ray_pm,peak_size,3,3,to be added
kssl_calc,18,usda.c18,"Cumulative Curve, <0.05mm, <75mm",cc05,% wt,48027,48027,"The cumulative gravimetric percentage of particles with <0.05 mm diameter, reported on a <3 inch base."
kssl_calc,19,usda.c19,"Cumulative Curve, <0.10mm, <75mm",cc10,% wt,48027,48027,"The cumulative gravimetric percentage of particles with <0.10 mm diameter, reported on a <3 inch base."
kssl_calc,20,usda.c20,"Cumulative Curve, <0.25mm, <75mm",cc25,% wt,48036,48036,"The cumulative gravimetric percentage of particles with <0.25 mm diameter, reported on a <3 inch base."
kssl_calc,21,usda.c21,"Cumulative Curve, <0.5mm, <75mm",cc5,% wt,48040,48040,"The cumulative gravimetric percentage of particles with <0.5 mm diameter, reported on a <3 inch base."
kssl_calc,22,usda.c22,"Cumulative Curve, <10%, <75mm",cc10p,mm,48208,48208,The particle diameter (mm) at which 10% (by weight) of the particles in the <3 inch base sample are finer.
kssl_calc,23,usda.c23,"Cumulative Curve, <1mm, <75mm",cc1,% wt,48058,48058,"The cumulative gravimetric percentage of particles with <1.0 mm diameter, reported on a <3 inch base."
kssl_calc,24,usda.c24,"Cumulative Curve, <50%, <75mm",cc50p,mm,48208,48208,The particle diameter (mm) at which 50% (by weight) of the particles in the <3 inch base sample are finer.
kssl_calc,25,usda.c25,"Cumulative Curve, <60%, <75mm",cc60p,mm,48208,48208,The particle diameter (mm) at which 60% (by weight) of the particles in the <3 inch base sample are finer.
kssl_calc,576,usda.c576,Decomposition State,decomp_state,(NA),320,320,Decomposition State based on soil color and %fiber rubbed
