analyte_id,analyte_name,analyte_abbrev,analyte_code,analyte_method_code,analyte_type,analyte_format,agg_method,uom_abbrev,adod_dependency,calc_script_path,calc_desc,calc_note,analyte_desc,analyte_note
276,"Sand, Coarse PSDA, Dith, Pipet",sand_c_Dith,SndC_D,SandCo,F,4.1,mean,% wt,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Particle_Size\psda,_sand,_coarse.txt",To Be Added,,"Coarse sand is the soil separate with 0.5 to 1.0 mm particle diameter. It is reported a gravimetric percent on a <2 mm base., PSDA, Dith, Pipet",
277,"Sand, Fine PSDA, Dith, Pipet",sand_f_Dith,SndF_D,SandF,F,4.1,mean,% wt,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Particle_Size\psda,_sand,_fine.txt",To Be Added,,"Fine sand is the soil separate with 0.10 to 0.25 mm diameter particles. It is reported as a gravimetric percent on a <2 mm base., PSDA, Dith, Pipet",
278,"Sand, Medium PSDA, Dith, Pipet",sand_m_Dith,SndM_D,SandM,F,4.1,mean,% wt,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Particle_Size\psda,_sand,_medium.txt",To Be Added,,"Medium sand is the soil separate with 0.25 to 0.50 mm particle diameter. It is reported as a gravimetric percent on a <2 mm base., PSDA, Dith, Pipet",
279,"Sand, Very Coarse PSDA, Dith, Pipet",sand_vc_Dith,SndVCD,SandVC,F,4.1,mean,% wt,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Particle_Size\psda,_sand,_very_coarse.txt",To Be Added,,"Very coarse sand is the soil separate with 1.0 to 2.0 mm particle diameter. It is reported as a gravimetric percent on a <2 mm base., PSDA, Dith, Pipet",
280,"Sand, Very Fine PSDA, Dith, Pipet",sand_vf_Dith,SndVFD,SandVF,F,4.1,mean,% wt,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Particle_Size\psda,_sand,_very_fine.txt",To Be Added,,"Very fine sand is the soil separate with 0.05 to 0.10 mm particle diameter. It is reported as a gravimetric percent on a <2 mm base., PSDA, Dith, Pipet",
281,"Silt, Fine PSDA, Dith, Pipet",silt_f_Dith,SiltFD,SiltF,F,4.1,mean,% wt,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Particle_Size\psda,_silt,_fine.txt",To Be Added,,"Fine silt is the soil separate with 0.002 to 0.02 mm particle diameter. It is reported as a gravimetric percent on a <2 mm base., PSDA, Dith, Pipet",
282,"Clay PSDA, Moist, Dith, Pipet",clay_tot_Moist_Dith,ClyTMD,Clay,F,4.1,mean,% wt,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Particle_Size\psda,_clay,_total.txt",To Be Added,,"Total clay is the soil separate with <0.002 mm particle diameter. Clay size carbonate is included. Total clay is reported as a weight percent of the <2 mm fraction., PSDA, Moist, Dith, Pipet",
283,"Sand, Coarse PSDA, Moist, Dith, Pipet",sand_c_Moist_Dith,SndCMD,SandCo,F,4.1,mean,% wt,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Particle_Size\psda,_sand,_coarse.txt",To Be Added,,"Coarse sand is the soil separate with 0.5 to 1.0 mm particle diameter. It is reported a gravimetric percent on a <2 mm base., PSDA, Moist, Dith, Pipet",
284,"Sand, Fine PSDA, Moist, Dith, Pipet",sand_f_Moist_Dith,SndFMD,SandF,F,4.1,mean,% wt,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Particle_Size\psda,_sand,_fine.txt",To Be Added,,"Fine sand is the soil separate with 0.10 to 0.25 mm diameter particles. It is reported as a gravimetric percent on a <2 mm base., PSDA, Moist, Dith, Pipet",
285,"Sand, Medium PSDA, Moist, Dith, Pipet",sand_m_Moist_Dith,SndMMD,SandM,F,4.1,mean,% wt,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Particle_Size\psda,_sand,_medium.txt",To Be Added,,"Medium sand is the soil separate with 0.25 to 0.50 mm particle diameter. It is reported as a gravimetric percent on a <2 mm base., PSDA, Moist, Dith, Pipet",
286,"Sand, Very Coarse PSDA, Moist, Dith, Pipet",sand_vc_Moist_Dith,SdVDMD,SandVC,F,4.1,mean,% wt,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Particle_Size\psda,_sand,_very_coarse.txt",To Be Added,,"Very coarse sand is the soil separate with 1.0 to 2.0 mm particle diameter. It is reported as a gravimetric percent on a <2 mm base., PSDA, Moist, Dith, Pipet",
287,"Sand, Very Fine PSDA, Moist, Dith, Pipet",sand_vf_Moist_Dith,SdVFMD,SandVF,F,4.1,mean,% wt,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Particle_Size\psda,_sand,_very_fine.txt",To Be Added,,"Very fine sand is the soil separate with 0.05 to 0.10 mm particle diameter. It is reported as a gravimetric percent on a <2 mm base., PSDA, Moist, Dith, Pipet",
288,"Silt, Fine PSDA, Moist, Dith, Pipet",silt_f_Moist_Dith,SiFMD,SiltF,F,4.1,mean,% wt,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Particle_Size\psda,_silt,_fine.txt",To Be Added,,"Fine silt is the soil separate with 0.002 to 0.02 mm particle diameter. It is reported as a gravimetric percent on a <2 mm base., PSDA, Moist, Dith, Pipet",
289,"Clay PSDA, Moist, NaOAc, Pipet",clay_tot_Moist_NaOAc,ClyTMN,Clay,F,4.1,mean,% wt,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Particle_Size\psda,_clay,_total.txt",To Be Added,,"Total clay is the soil separate with <0.002 mm particle diameter. Clay size carbonate is included. Total clay is reported as a weight percent of the <2 mm fraction., PSDA, Moist, NaOAc, Pipet",
290,"Sand, Coarse PSDA, Moist, NaOAc, Pipet",sand_c_Moist_NaOAc,SndCMN,SandCo,F,4.1,mean,% wt,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Particle_Size\psda,_sand,_coarse.txt",To Be Added,,"Coarse sand is the soil separate with 0.5 to 1.0 mm particle diameter. It is reported a gravimetric percent on a <2 mm base., PSDA, Moist, NaOAc, Pipet",
291,"Sand, Fine PSDA, Moist, NaOAc, Pipet",sand_f_Moist_NaOAc,SndFMN,SandF,F,4.1,mean,% wt,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Particle_Size\psda,_sand,_fine.txt",To Be Added,,"Fine sand is the soil separate with 0.10 to 0.25 mm diameter particles. It is reported as a gravimetric percent on a <2 mm base., PSDA, Moist, NaOAc, Pipet",
292,"Sand, Medium PSDA, Moist, NaOAc, Pipet",sand_m_Moist_NaOAc,SndMMN,SandM,F,4.1,mean,% wt,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Particle_Size\psda,_sand,_medium.txt",To Be Added,,"Medium sand is the soil separate with 0.25 to 0.50 mm particle diameter. It is reported as a gravimetric percent on a <2 mm base., PSDA, Moist, NaOAc, Pipet",
293,"Sand, Very Coarse PSDA, Moist, NaOAc, Pipet",sand_vc_Moist_NaOAc,SdVCMN,SandVC,F,4.1,mean,% wt,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Particle_Size\psda,_sand,_very_coarse.txt",To Be Added,,"Very coarse sand is the soil separate with 1.0 to 2.0 mm particle diameter. It is reported as a gravimetric percent on a <2 mm base., PSDA, Moist, NaOAc, Pipet",
294,"Sand, Very Fine PSDA, Moist, NaOAc, Pipet",sand_vf_Moist_NaOAc,SdVFMN,SandVF,F,4.1,mean,% wt,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Particle_Size\psda,_sand,_very_fine.txt",To Be Added,,"Very fine sand is the soil separate with 0.05 to 0.10 mm particle diameter. It is reported as a gravimetric percent on a <2 mm base., PSDA, Moist, NaOAc, Pipet",
295,"Silt, Fine PSDA, Moist, NaOAc, Pipet",silt_f_Moist_NaOAc,SiFMN,SiltF,F,4.1,mean,% wt,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Particle_Size\psda,_silt,_fine.txt",To Be Added,,"Fine silt is the soil separate with 0.002 to 0.02 mm particle diameter. It is reported as a gravimetric percent on a <2 mm base., PSDA, Moist, NaOAc, Pipet",
296,"Clay PSDA, Moist, NaOH, Pipet",clay_tot_Moist_NaOH,ClyTMH,Clay,F,4.1,mean,% wt,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Particle_Size\psda,_clay,_total.txt",To Be Added,,"Total clay is the soil separate with <0.002 mm particle diameter. Clay size carbonate is included. Total clay is reported as a weight percent of the <2 mm fraction., PSDA, Moist, NaOH, Pipet",
297,"Sand, Coarse PSDA, Moist, NaOH, Pipet",sand_c_Moist_NaOH,SndCMH,SandCo,F,4.1,mean,% wt,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Particle_Size\psda,_sand,_coarse.txt",To Be Added,,"Coarse sand is the soil separate with 0.5 to 1.0 mm particle diameter. It is reported a gravimetric percent on a <2 mm base., PSDA, Moist, NaOH, Pipet",
298,"Sand, Fine PSDA, Moist, NaOH, Pipet",sand_f_Moist_NaOH,SndFMH,SandF,F,4.1,mean,% wt,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Particle_Size\psda,_sand,_fine.txt",To Be Added,,"Fine sand is the soil separate with 0.10 to 0.25 mm diameter particles. It is reported as a gravimetric percent on a <2 mm base., PSDA, Moist, NaOH, Pipet",
299,"Sand, Medium PSDA, Moist, NaOH, Pipet",sand_m_Moist_NaOH,SndMMH,SandM,F,4.1,mean,% wt,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Particle_Size\psda,_sand,_medium.txt",To Be Added,,"Medium sand is the soil separate with 0.25 to 0.50 mm particle diameter. It is reported as a gravimetric percent on a <2 mm base., PSDA, Moist, NaOH, Pipet",
300,"Sand, Very Coarse PSDA, Moist, NaOH, Pipet",sand_vc_Moist_NaOH,SdVCMH,SandVC,F,4.1,mean,% wt,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Particle_Size\psda,_sand,_very_coarse.txt",To Be Added,,"Very coarse sand is the soil separate with 1.0 to 2.0 mm particle diameter. It is reported as a gravimetric percent on a <2 mm base., PSDA, Moist, NaOH, Pipet",
301,"Sand, Very Fine PSDA, Moist, NaOH, Pipet",sand_vf_Moist_NaOH,SdVFMH,SandVF,F,4.1,mean,% wt,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Particle_Size\psda,_sand,_very_fine.txt",To Be Added,,"Very fine sand is the soil separate with 0.05 to 0.10 mm particle diameter. It is reported as a gravimetric percent on a <2 mm base., PSDA, Moist, NaOH, Pipet",
302,"Silt, Fine PSDA, Moist, NaOH, Pipet",silt_f_Moist_NaOH,SiFMH,SiltF,F,4.1,mean,% wt,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Particle_Size\psda,_silt,_fine.txt",To Be Added,,"Fine silt is the soil separate with 0.002 to 0.02 mm particle diameter. It is reported as a gravimetric percent on a <2 mm base., PSDA, Moist, NaOH, Pipet",
303,"Clay PSDA, Moist, Pipet",clay_tot_Moist,ClyTMp,Clay,F,4.1,mean,% wt,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Particle_Size\psda,_clay,_total.txt",To Be Added,,"Total clay is the soil separate with <0.002 mm particle diameter. Clay size carbonate is included. Total clay is reported as a weight percent of the <2 mm fraction., PSDA, Moist, Pipet",
304,"Clay, Carbonate, Moist",co3_cly_moist,CClyMp,ClyCO3,F,4.1,mean,% wt,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Particle_Size\psda,_clay,_carbonate.txt",To Be Added,,Carbonate clay is the part of <0.002 mm diameter particles that are composed of carbonates. It is reported as a weight percent of the <2 mm fraction.,
305,"Clay, Fine, Moist",clay_f_moist,ClyFMp,ClyFin,F,4.1,mean,% wt,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Particle_Size\psda,_clay,_fine.txt",To Be Added,,Fine clay is the <0.0002 mm particle diameter soil separate. It is reported as a weight percent of the <2mm fraction.,
306,"Clay, Noncarbonate, Moist",nco3_cly_moist,NCClyM,ClyNCO,F,4.1,mean,%,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Particle_Size\psda,_clay,_noncarbonate.txt",To Be Added,,Non Carbonate Clay is the weight percentage of noncarbonate clay relative to the total <2mm fraction for moist sample.,
307,"Sand, Coarse PSDA, Moist, Pipet",sand_c_Moist,SndCMp,SandCo,F,4.1,mean,% wt,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Particle_Size\psda,_sand,_coarse.txt",To Be Added,,"Coarse sand is the soil separate with 0.5 to 1.0 mm particle diameter. It is reported a gravimetric percent on a <2 mm base., PSDA, Moist, Pipet",
308,"Sand, Fine PSDA, Moist, Pipet",sand_f_Moist,SndFMp,SandF,F,4.1,mean,% wt,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Particle_Size\psda,_sand,_fine.txt",To Be Added,,"Fine sand is the soil separate with 0.10 to 0.25 mm diameter particles. It is reported as a gravimetric percent on a <2 mm base., PSDA, Moist, Pipet",
309,"Sand, Medium PSDA, Moist, Pipet",sand_m_Moist,SndCMp,SandM,F,4.1,mean,% wt,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Particle_Size\psda,_sand,_medium.txt",To Be Added,,"Medium sand is the soil separate with 0.25 to 0.50 mm particle diameter. It is reported as a gravimetric percent on a <2 mm base., PSDA, Moist, Pipet",
310,"Sand, Very Coarse PSDA, Moist, Pipet",sand_vc_Moist,SdVCMp,SandVC,F,4.1,mean,% wt,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Particle_Size\psda,_sand,_very_coarse.txt",To Be Added,,"Very coarse sand is the soil separate with 1.0 to 2.0 mm particle diameter. It is reported as a gravimetric percent on a <2 mm base., PSDA, Moist, Pipet",
311,"Sand, Very Fine PSDA, Moist, Pipet",sand_vf_Moist,SdVFMp,SandVF,F,4.1,mean,% wt,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Particle_Size\psda,_sand,_very_fine.txt",To Be Added,,"Very fine sand is the soil separate with 0.05 to 0.10 mm particle diameter. It is reported as a gravimetric percent on a <2 mm base., PSDA, Moist, Pipet",
312,"Silt, Fine PSDA, Moist, Pipet",silt_f_Moist,SiFMp,SiltF,F,4.1,mean,% wt,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Particle_Size\psda,_silt,_fine.txt",To Be Added,,"Fine silt is the soil separate with 0.002 to 0.02 mm particle diameter. It is reported as a gravimetric percent on a <2 mm base., PSDA, Moist, Pipet",
313,"Clay PSDA, Moist, Ultrasonic, Pipet",clay_tot_Moist_Ultra,ClyTMu,Clay,F,4.1,mean,% wt,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Particle_Size\psda,_clay,_total.txt",To Be Added,,"Total clay is the soil separate with <0.002 mm particle diameter. Clay size carbonate is included. Total clay is reported as a weight percent of the <2 mm fraction., PSDA, Ultrasonic, NaOH, Pipet",
314,"Sand, Coarse PSDA, Moist, Ultrasonic, Pipet",sand_c_Moist_Ultra,SndCMu,SandCo,F,4.1,mean,% wt,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Particle_Size\psda,_sand,_coarse.txt",To Be Added,,"Coarse sand is the soil separate with 0.5 to 1.0 mm particle diameter. It is reported a gravimetric percent on a <2 mm base., PSDA, Ultrasonic, NaOH, Pipet",
315,"Sand, Fine PSDA, Moist, Ultrasonic, Pipet",sand_f_Moist_Ultra,SndFMu,SandF,F,4.1,mean,% wt,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Particle_Size\psda,_sand,_fine.txt",To Be Added,,"Fine sand is the soil separate with 0.10 to 0.25 mm diameter particles. It is reported as a gravimetric percent on a <2 mm base., PSDA, Ultrasonic, NaOH, Pipet",
316,"Sand, Medium PSDA, Moist, Ultrasonic, Pipet",sand_m_Moist_Ultra,SndMMu,SandM,F,4.1,mean,% wt,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Particle_Size\psda,_sand,_medium.txt",To Be Added,,"Medium sand is the soil separate with 0.25 to 0.50 mm particle diameter. It is reported as a gravimetric percent on a <2 mm base., PSDA, Ultrasonic, NaOH, Pipet",
317,"Sand, Very Coarse PSDA, Moist, Ultrasonic, Pipet",sand_vc_Moist_Ultra,SdVCMu,SandVC,F,4.1,mean,% wt,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Particle_Size\psda,_sand,_very_coarse.txt",To Be Added,,"Very coarse sand is the soil separate with 1.0 to 2.0 mm particle diameter. It is reported as a gravimetric percent on a <2 mm base., PSDA, Ultrasonic, NaOH, Pipet",
318,"Sand, Very Fine PSDA, Moist, Ultrasonic, Pipet",sand_vf_Moist_Ultra,SdVFMu,SandVF,F,4.1,mean,% wt,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Particle_Size\psda,_sand,_very_fine.txt",To Be Added,,"Very fine sand is the soil separate with 0.05 to 0.10 mm particle diameter. It is reported as a gravimetric percent on a <2 mm base., PSDA, Ultrasonic, NaOH, Pipet",
319,"Silt, Fine PSDA, Moist, Ultrasonic, Pipet",silt_f_Moist_Ultra,SiFMu,SiltF,F,4.1,mean,% wt,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Particle_Size\psda,_silt,_fine.txt",To Be Added,,"Fine silt is the soil separate with 0.002 to 0.02 mm particle diameter. It is reported as a gravimetric percent on a <2 mm base., PSDA, Ultrasonic, NaOH, Pipet",
320,"Clay PSDA, NaOAc, Pipet",clay_tot_NaOAc,Cly_TN,Clay,F,4.1,mean,% wt,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Particle_Size\psda,_clay,_total.txt",To Be Added,,"Total clay is the soil separate with <0.002 mm particle diameter. Clay size carbonate is included. Total clay is reported as a weight percent of the <2 mm fraction., PSDA, NaOAc, Pipet",
321,"Sand, Coarse PSDA, NaOAc, Pipet",sand_c_NaOAc,SndC_N,SandCo,F,4.1,mean,% wt,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Particle_Size\psda,_sand,_coarse.txt",To Be Added,,"Coarse sand is the soil separate with 0.5 to 1.0 mm particle diameter. It is reported a gravimetric percent on a <2 mm base., PSDA, NaOAc, Pipet",
322,"Sand, Fine PSDA, NaOAc, Pipet",sand_f_NaOAc,SndF_N,SandF,F,4.1,mean,% wt,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Particle_Size\psda,_sand,_fine.txt",To Be Added,,"Fine sand is the soil separate with 0.10 to 0.25 mm diameter particles. It is reported as a gravimetric percent on a <2 mm base., PSDA, NaOAc, Pipet",
323,"Sand, Medium PSDA, NaOAc, Pipet",sand_m_NaOAc,SndM_N,SandM,F,4.1,mean,% wt,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Particle_Size\psda,_sand,_medium.txt",To Be Added,,"Medium sand is the soil separate with 0.25 to 0.50 mm particle diameter. It is reported as a gravimetric percent on a <2 mm base., PSDA, NaOAc, Pipet",
324,"Sand, Very Coarse PSDA, NaOAc, Pipet",sand_vc_NaOAc,SndVCN,SandVC,F,4.1,mean,% wt,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Particle_Size\psda,_sand,_very_coarse.txt",To Be Added,,"Very coarse sand is the soil separate with 1.0 to 2.0 mm particle diameter. It is reported as a gravimetric percent on a <2 mm base., PSDA, NaOAc, Pipet",
325,"Sand, Very Fine PSDA, NaOAc, Pipet",sand_vf_NaOAc,SndVFN,SandVF,F,4.1,mean,% wt,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Particle_Size\psda,_sand,_very_fine.txt",To Be Added,,"Very fine sand is the soil separate with 0.05 to 0.10 mm particle diameter. It is reported as a gravimetric percent on a <2 mm base., PSDA, NaOAc, Pipet",
326,"Silt, Fine PSDA, NaOAc, Pipet",silt_f_NaOAc,SiltFN,SiltF,F,4.1,mean,% wt,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Particle_Size\psda,_silt,_fine.txt",To Be Added,,"Fine silt is the soil separate with 0.002 to 0.02 mm particle diameter. It is reported as a gravimetric percent on a <2 mm base., PSDA, NaOAc, Pipet",
327,"Clay PSDA, NaOH, Pipet",clay_tot_NaOH,ClyTOH,Clay,F,4.1,mean,% wt,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Particle_Size\psda,_clay,_total.txt",To Be Added,,"Total clay is the soil separate with <0.002 mm particle diameter. Clay size carbonate is included. Total clay is reported as a weight percent of the <2 mm fraction., PSDA, NaOH, Pipet",
328,"Sand, Coarse PSDA, NaOH, Pipet",sand_c_NaOH,SndCOH,SandCo,F,4.1,mean,% wt,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Particle_Size\psda,_sand,_coarse.txt",To Be Added,,"Coarse sand is the soil separate with 0.5 to 1.0 mm particle diameter. It is reported a gravimetric percent on a <2 mm base., PSDA, NaOH, Pipet",
329,"Sand, Fine PSDA, NaOH, Pipet",sand_f_NaOH,SndFOH,SandF,F,4.1,mean,% wt,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Particle_Size\psda,_sand,_fine.txt",To Be Added,,"Fine sand is the soil separate with 0.10 to 0.25 mm diameter particles. It is reported as a gravimetric percent on a <2 mm base., PSDA, NaOH, Pipet",
330,"Sand, Medium PSDA, NaOH, Pipet",sand_m_NaOH,SndMOH,SandM,F,4.1,mean,% wt,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Particle_Size\psda,_sand,_medium.txt",To Be Added,,"Medium sand is the soil separate with 0.25 to 0.50 mm particle diameter. It is reported as a gravimetric percent on a <2 mm base., PSDA, NaOH, Pipet",
331,"Sand, Very Coarse PSDA, NaOH, Pipet",sand_vc_NaOH,SndVCH,SandVC,F,4.1,mean,% wt,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Particle_Size\psda,_sand,_very_coarse.txt",To Be Added,,"Very coarse sand is the soil separate with 1.0 to 2.0 mm particle diameter. It is reported as a gravimetric percent on a <2 mm base., PSDA, NaOH, Pipet",
332,"Sand, Very Fine PSDA, NaOH, Pipet",sand_vf_NaOH,SndVFH,SandVF,F,4.1,mean,% wt,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Particle_Size\psda,_sand,_very_fine.txt",To Be Added,,"Very fine sand is the soil separate with 0.05 to 0.10 mm particle diameter. It is reported as a gravimetric percent on a <2 mm base., PSDA, NaOH, Pipet",
333,"Silt, Fine PSDA, NaOH, Pipet",silt_f_NaOH,SiltFH,SiltF,F,4.1,mean,% wt,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Particle_Size\psda,_silt,_fine.txt",To Be Added,,"Fine silt is the soil separate with 0.002 to 0.02 mm particle diameter. It is reported as a gravimetric percent on a <2 mm base., PSDA, NaOH, Pipet",
